society_latitude,society_longitude,Region,Division,Subregion,Area,society,alternative_names,arsenberglomax_clusters,Focal_years,cantometrics_samplesize,Koppen_climate_terrain,Koppen_code,arsenberglomax_taxon,Taxon_id,Language,Language_nearsubfamily,Language_largersubfamily,Language_family,ISO6393,Glottocode,Country,society_id,dplace_id,society_summary
-3.14,36.46,Africa,East Africa,Great Lakes Africa,"Arusha Reg, N Tanzania",Arusa Masai,,African Pastoralists,1950; 1950-52,8,Humid Subtropical Oceanic Highland,Cwb,,,Masai,Teso-Lotuxo-Maa,Eastern Nilotic,Nilotic,ISO 639-3: mas,masa1300,Tanzania,20967,,
-3.43,29.9,Africa,East Africa,Great Lakes Africa,Burundi,Rundi Unspecified,Burundians,Tropical Gardeners,,,Tropical Savannah,Aw,,,Rundi,Great Lakes Bantu,Narrow Bantu,Atlantic-Congo,ISO 639-3: run,rund1242,Burundi,62544,,
-3.01,28.29,Africa,East Africa,Great Lakes Africa,Burundi/ DR Congo/ Rwanda/ Tanzania/ Uganda,Great Lakes Twa,Cwa; Batwa; Abatwa; Abathwa,African Gatherers,1958; 1954-55,4,Tropical Savannah,Aw,,,Chiga (also known as Kiga); Rundi,Great Lakes Bantu,Narrow Bantu,Atlantic-Congo,Chiga: ISO 639-3: cgg; Rundi: ISO 639-3: run,Chiga: chig1238; Rundi: rund1242,Rwanda,27809,,
-1.57,29.64,Africa,East Africa,Great Lakes Africa,Burundi/ E Congo/ Rwanda,Hutu,Abahutu,Tropical Gardeners,1954-55,4,Tropical Savannah,Aw,,,Kinyarwanda,Great Lakes Bantu,Narrow Bantu,Atlantic-Congo,ISO 639-3: kin,kiny1244,Burundi; Republic of the Congo; Rwanda,11375,,"The Hutu, among the largest and oldest ethnic groups in Rwanda, are traditionally agriculturalists. British colonial policies engendered the inequities and tensions between the Hutu and Tutsis, which led to violence and genocide. They are speakers of Rwanda-Rundi of the Niger-Congo group."
-1.57,29.64,Africa,East Africa,Great Lakes Africa,Burundi/ E Congo/ Rwanda,Tutsi,Abatutsi; Imfure; Wahuma; Wahima; Watutsi,Tropical Gardeners,1935-36,10,Tropical Savannah,Aw,AH-Savannah,scfal915,Rwanda-Rundi (also known as West Highlands Kivu),Great Lakes Bantu,Narrow Bantu,Atlantic-Congo,,rwan1241,Rwanda,27781,,"The Tutsi are the second largest ethnic group in Rwanda. Skilled warriors, they dominated the resident Hutu people. Tensions between them were exacerbated by European rule, under which Tutsis were favored. A civil war in 1994 killed about 1 million Tutsis. Tutsis traditionally made their living by owning cattle, which represented wealth and prestige. While most Tutsi today are Christian, they still practice their ancient traditions, believing that their ancestors watch over them and are intermediaries, carrying messages between the creator and the human world."
0.41,33.39,Africa,East Africa,Great Lakes Africa,"Busoga Kingdom, E Uganda",Basoga,Busoga; Soga,Tropical Gardeners,1954,10,Tropical Savannah,Aw,AH-African Climax,scfal966,Soga,Great Lakes Bantu,Narrow Bantu,Atlantic-Congo,ISO 639-3: xog,soga1242,Uganda,11793,,
-6.36,35.48,Africa,East Africa,Great Lakes Africa,C Tanzania,Gogo,Wagogo,Tropical Gardeners,1950; 1996; 1996-99,8,Semi Arid Steppe Hot,BSh,AH-Savannah,scfal830,Gogo,Northeast Coastal Bantu,Narrow Bantu,Atlantic-Congo,ISO 639-3: gog,gogo1263,Tanzania,15995,,
-5.09,32.94,Africa,East Africa,Great Lakes Africa,C Tanzania,Nyamwezi,Wanyamwezi,Tropical Gardeners,1950,1,Tropical Savannah,Aw,AH-Savannah,scfal900,Nyamwezi,Nyamwezic,Narrow Bantu,Atlantic-Congo,ISO 639-3: nym,nyam1276,Tanzania,22980,,
-5.27,35.48,Africa,East Africa,Great Lakes Africa,C Tanzania,Sandawe,,African Gatherers,1999-2004,3,Semi Arid Steppe Hot,BSh,AH-Savannah,scfal918,Sandawe (language isolate),Sandawe (language isolate),Sandawe (language isolate),Sandawe (language isolate),ISO 639-3: sad,sand1273,Tanzania,24828,,"The Sandawe are an indigenous group of the Dodoma Region of central Tanzania. Before German colonization they were primarily hunter-gatherers but today they are farmers, growing millet, sorghum, and maize and hunting pigs and elephants. Making music, dancing, singing, and a strong oral tradition of storytelling are integral to their outgoing way of life. They practice Animism, believing that spirits inhabit caves and need to be respected and assuaged with sacrificial rituals."
-0.46,30.55,Africa,East Africa,Great Lakes Africa,"Former Ankole Kingdom, S W Uganda",Ankole,Banyankole; Nkore,Tropical Gardeners,1962-63,7,Tropical Savannah,Aw,AH-Savannah,scfal902,Nyankole,Great Lakes Bantu,Narrow Bantu,Atlantic-Congo,ISO 639-3: nyn,nyan1307,Uganda,10682,,
-0.46,30.55,Africa,East Africa,Great Lakes Africa,"Former Ankole Kingdom, S W Uganda",Bahima,Hema; Hima; Huma,Tropical Gardeners,1962-63,13,Tropical Savannah,Aw,P-African Cattle Nomads,scfal1000,Hema,Great Lakes Bantu,Narrow Bantu,Atlantic-Congo,ISO 639-3: nix,hema1238,Uganda,11342,,
-0.46,30.55,Africa,East Africa,Great Lakes Africa,"Former Ankole Kingdom, S W Uganda",Bahima Bahinda,,Tropical Gardeners,1962-63,4,Tropical Savannah,Aw,,,Hema,Great Lakes Bantu,Narrow Bantu,Atlantic-Congo,ISO 639-3: nix,hema1238,Uganda,11364,,
-7.77,35.71,Africa,East Africa,Great Lakes Africa,"Iringa Reg, S C Tanzania",Hehe,Wahehe,Tropical Gardeners,1950,11,Tropical Savannah,Aw,AH-Savannah,scfal840,Hehe,Southern Tanzania Highlands Bantu,Narrow Bantu,Atlantic-Congo,ISO 639-3: heh,hehe1240,Tanzania,16688,,
-1.71,31.48,Africa,East Africa,Great Lakes Africa,"Kagera Reg, N W Tanzania",Haya,,Tropical Gardeners,1950,1,Tropical Savannah,Aw,AH-African Climax,scfal968,Haya,Great Lakes Bantu,Narrow Bantu,Atlantic-Congo,ISO 639-3: hay,haya1250,Tanzania,16633,,
-3.14,36.46,Africa,East Africa,Great Lakes Africa,Kenya/ N Tanzania,Maasai,Masai,African Pastoralists,1966; 1972; 1998,8,Humid Subtropical Oceanic Highland,Cwb,P-African Cattle Nomads,scfal1004,Masai,Teso-Lotuxo-Maa,Eastern Nilotic,Nilotic,ISO 639-3: mas,masa1300,Kenya; Tanzania,20956,,
-3.83,35.05,Africa,East Africa,Great Lakes Africa,"Lake Eyasi, N C Tanzania",Hadza,Hadzabe; Hatsa,African Gatherers,1966; 1999-2000,6,Tropical Savannah,Aw,C-Great Basin,scfal30,Hadza (language isolate),Hadza (language isolate),Hadza (language isolate),Hadza (language isolate),ISO 639-3: hts,hadz1240,Tanzania,16578,,"The Hadza people live around Lake Eyasi in the Great Rift Valley of Tanzania. They are among the last living hunter-gatherers in the world, maintaining their way of life for thousands of years. Hadza women gather berries, baobab fruit, and tubers. Men hunt baboons, birds, antelope, zebras, and buffalo with poison spears. They live cooperatively in bands of 20-30 people, moving to different camps with the change of seasons, carrying their possessions on their backs. In recent years their way of life has been threatened by the encroachment of neighboring groups and by tourism."
2.79,36.76,Africa,East Africa,Great Lakes Africa,"Lake Turkana, N W Kenya",El Molo,Elmolo; Dehes; Fura-Pawa; Ldes,African Gatherers,1972,1,Semi Arid Steppe Hot,BSh,,,El Molo,Lowland East Cushitic,Cushitic,Afro-Asiatic,ISO 639-3: elo,elmo1238 ,Kenya,30044,,The El Molo speak a nearly extinct Afro Asiatic language.
0.22,34.82,Africa,East Africa,Great Lakes Africa,"Luhyaland, W Kenya",Abaluhya,Luhya; Luyia; Abaluyia,Tropical Gardeners,1950; 1972,9,Tropical Savannah,Aw,,,Luyia,Great Lakes Bantu,Narrow Bantu,Atlantic-Congo,,luyi1234,Kenya,10027,,
0.68,34.77,Africa,East Africa,Great Lakes Africa,"Luhyaland, W Kenya",Bukusu,BaBukusu; Kusu,Tropical Gardeners,1950,1,Tropical Savannah,Aw,,,Bukusu,Great Lakes Bantu,Narrow Bantu,Atlantic-Congo,,buku1249,Kenya,19377,,The Bukusu are one of the seventeen Kenyan tribes of the Luhya Bantu people of East Africa.
2.27,37.36,Africa,East Africa,Great Lakes Africa,"Marsabit Cty, N Kenya",Rendille,Reendile; Randile,African Pastoralists,1971-87,2,Tropical Savannah,Aw,,,Rendille,Lowland East Cushitic,Cushitic,Afro-Asiatic,ISO 639-3: rel,rend1243,Kenya,30019,,"The !Kung are the Bushmen of the Kalahari Desert in Namibia, Botswana, and Angola. Traditionally hunter-gatherers, the men hunt large game and the women hunt small game and gather fruits, seeds, and tubers. As a group they are egalitarian and share food and resources. Their hunting ritual encourages humility: the hunter is not praised for his skill and the meat is shared among the group members equally. They practice traditional nature animism and regard the praying mantis as the messenger of their primary god Goaxa. Shamans communicate with the spirits and run through a fire to chase away bad spirits."
-0.29,36.72,Africa,East Africa,Great Lakes Africa,"Mt Kenya, C Kenya",Gĩkũyũ,Gikuyu; Kikuyu; Agĩkũyũ; Kikouyou,African Pastoralists,1950;,4,Tropical Savannah,Aw,AH-Savannah,scfal856,Kikuyu,Central Kenya Bantu,Narrow Bantu,Atlantic-Congo,ISO 639-3: kik,kiku1240,Kenya,30174,,
-3.3,36.77,Africa,East Africa,Great Lakes Africa,"Mt Kenya, C Kenya",Meru,Ameru; Ngaa; Amîîrú,Tropical Gardeners,1957,1,Tropical Savannah,Aw,AH-Savannah,scfal883,Meru,Central Kenya Bantu,Narrow Bantu,Atlantic-Congo,ISO 639-3: mer,meru1245,Kenya,21253,, 
-3.34,37.34,Africa,East Africa,Great Lakes Africa,"Mt Kilimanjaro, N E Tanzania",Chagga,Chaga; Wachaga; Jagga; Dschagga,Tropical Gardeners,1950,10,Tropical Savannah,Aw,AH-Savannah,scfal812,Chaga,Kilimanjaro-Taita,Narrow Bantu,Atlantic-Congo,,chag1250,Tanzania,13388,,
1.61,37.05,Africa,East Africa,Great Lakes Africa,N C Kenya,Samburu Maasai,Lokop; Loikop,African Pastoralists,1972,1,Semi Arid Steppe Hot,BSh,P-African Cattle Nomads,scfal1007,Samburu,Teso-Lotuxo-Maa,Eastern Nilotic,Nilotic,ISO 639-3: saq,samb1315,Kenya,30042,,
-11.38,33.91,Africa,East Africa,Great Lakes Africa,N Malawi,Tonga (Malawi),Batonga; Nyasa Tonga,Tropical Gardeners,1950; 1955; 1956; 1957,7,Humid Subtropical,Cwa,AH-Savannah,scfal910,Tonga,Shona,Narrow Bantu,Atlantic-Congo,,tong1316,Malawi,27017,,
-11.33,33.37,Africa,East Africa,Great Lakes Africa,N Malawi/ S Tanzania/ E Zambia,Tumbuka,Henga; Kamanga; Tumbuka; Tumboka,Tropical Gardeners,1957;,3,Humid Subtropical,Cwa,,,Tumbuka,Tumbuka-Sena-Nyanja,Narrow Bantu,Atlantic-Congo,ISO 639-3: tum,tumb1250,Malawi,16710,,
-4.41,35.23,Africa,East Africa,Great Lakes Africa,N Tanzania,Datooga,Mang'ati; Barabaig;Tatoga,African Pastoralists,1999-2004,4,Semi Arid Steppe Hot,BSh,P-Moslem Sudan,scfal1020,North-Central Datooga,Tatoga-Omotik,Southern Nilotic,Nilotic,,nort3277,Tanzania,30011,,"The Datog are pastoralists of Manyara, a high, volcanic land in northwest Tanzania. They speak a Southern Nilotic language but are closely related to hunter gatherers such as the nearby Sandawe people, who represent one of the oldest known Sapiens genetic lineages."
0.79,35.41,Africa,East Africa,Great Lakes Africa,"Nandi Cty, W Kenya",Nandi,,African Pastoralists,1950,8,"Tropical Rainforest, Monsoon, Tropical Savanna","Af, Am, Aw",AH-Savannah,scfal893,Nandi,Kalenjin,Southern Nilotic,Nilotic,ISO 639-3: niq,nand1266,Kenya,22166,,"The Kalenjin-speaking Nandi are part of the Kalenjin ethnic group living in the highland areas of the Rift Valley Province of Kenya. They have a reputation as fearsome warriors. Their livelihood relies primarily on farming subsistence crops including beans, pumpkins, cabbage, and other vegetables, but they have a cultural and emotional attachment to cattle herding, which represents prestige and wealth. Traditionally they worshipped a supreme being as well as venerating their ancestors."
-3.16,32.88,Africa,East Africa,Great Lakes Africa,"S Lake Victoria, N Tanzania",Sukuma,Basukuma,African Pastoralists,1994-95,4,Tropical Savannah,Aw,,,Sukuma,Nyamwezic,Narrow Bantu,Atlantic-Congo,ISO 639-3: suk,suku1261,Morocco,30175,,
-0.36,35.26,Africa,East Africa,Great Lakes Africa,S W Kenya,Kipsigis,Kipsikis,African Pastoralists,1950;,4,"Tropical Rainforest, Monsoon, Tropical Savanna","Af, Am, Aw",AH-Savannah,scfal857,Kipsigis,Kalenjin,Southern Nilotic,Nilotic,ISO 639-3: sgc,kips1239,Kenya,18591,,
4.31,35.71,Africa,East Africa,Great Lakes Africa,"Turkana Cty, N W Kenya",Turkana,Ngiturkan,African Pastoralists,1972; 1998,4,Semi Arid Steppe Hot,BSh,AH-Savannah,scfal953,Turkana,Teso-Turkana,Eastern Nilotic,Nilotic,ISO 639-3: tuv,turk1308,Kenya,30043,,
-2,38,Africa,East Africa,Great Lakes Africa,"Ukambani Reg, S E Kenya",Kamba,Wacomba; Wakamba; Akamba,African Pastoralists,,,Tropical Savannah,Aw,AH-Savannah,scfal850,Kamba (Kenya),Central Kenya Bantu,Narrow Bantu,Atlantic-Congo,ISO 639-3: kam,kamb1297,Kenya; Uganda; Tanzania,62313,,
-8,34,Africa,East Africa,Great Lakes Africa,"Usangu Plain, S C Tanzania",Sangu,Rori,Tropical Gardeners,,,Humid Subtropical Oceanic Highland,Cwb,AH-Savannah,scfal919,Sangu (Tanzania),Southern Tanzania Highlands Bantu,Narrow Bantu,Atlantic-Congo,ISO 639-3: sbp,sang1330,Tanzania,24861,,
1.57,35.23,Africa,East Africa,Great Lakes Africa,W Kenya/ E Uganda,Pokot,Pökoot,African Pastoralists,1975,2,Tropical Savannah,Aw,,,Pökoot,Kalenjin,Southern Nilotic,Nilotic,ISO 639-3: pko,poko1263,Kenya,30134,,
2,34,Africa,East Africa,Great Lakes Africa,W Kenya/ E Uganda,Teso,Iteso,African Pastoralists,,,Monsoon,Am,AH-Savannah,scfal942,Teso,Teso-Turkana,Eastern Nilotic,Nilotic,ISO 639-3: teo,teso1249,Kenya; Uganda,26907,,
-0.93,34.49,Africa,East Africa,Great Lakes Africa,W Kenya/ N Tanzania/ N Uganda,Luo,Joluo; Kavirondo,African Pastoralists,1950,12,"Tropical Rainforest, Monsoon","Af, Am",AH-Savannah,scfal876,Luo (Kenya and Tanzania),Luo-Burun,Western Nilotic,Nilotic,ISO 639-3: luo,luok1236,Tanzania,20241,,"The Luo are the third largest ethnic group in Kenya. They are known as excellent fishermen, but also engage in farming and pastoral herding. Luo men have a separate hut where they discuss political and community issues and women are not allowed. Although most Luo are Christians, they hold to their traditional belief that the spirit of their ancestors reside in heaven and communicate with them through dreams. Misfortune may be caused by troublesome spirits who feel they are not properly remembered.The Luo live on flatlands close to L Victoria in W Kenya and N Tanzania. They are fishermen and also settled agriculturists. Commonly, each Luo group is an sovereign political unit governed by a superior clan or lineage."
12.23,41.81,Africa,East Africa,Horn of Africa,"Afar Reg, Ethiopia",Afar,Danakil; Adali; Odali,African Pastoralist; Trade,1931; 1955,8,Warm Desert,BWh,P-Camel Nomads,scfal1031,Afar,Lowland East Cushitic,Cushitic,Afro-Asiatic,ISO 639-3: aar,afar1241,Djibouti; Eritrea; Ethiopia,10143,,
-1.14,41.2,Africa,East Africa,Horn of Africa,"Coast Prov, S E Kenya/ Badhade Dist, S Somalia",Aweer,Boni; Waboni; Sanye,African Gatherers,,,"Warm Desert, Semi Arid Steppe Hot","BWh, BSh",,,Aweer,Lowland East Cushitic,Cushitic,Afro-Asiatic,ISO 639-3: bob,awee1242,Kenya,12497,,
4.78,45.15,Africa,East Africa,Horn of Africa,Djibouti/ S E Ethiopia/ Kenya/ Somalia ,Somalis,Soomaali,African Pastoralists,1972,2,"Warm Desert, Semi Arid Steppe Hot","BWh, BSh",P-Camel Nomads,scfal1048,Somali,Lowland East Cushitic,Cushitic,Afro-Asiatic,ISO 639-3: som,soma1255,Ethiopia,25818,,
1.81,44.82,Africa,East Africa,Horn of Africa,E Ethiopia/ E Kenya/ S Somalia (Former Somali Empire),Ajuran,Ajuuraan,African Pastoralists,1972,5,Semi Arid Steppe Hot,BSh,,,Somali,Lowland East Cushitic,Cushitic,Afro-Asiatic,ISO 639-3: som,soma1255,Ethiopia; Kenya; Somalia,10247,,The former Ajuran Sultanate was a Somali empire in medieval times that dominated the Indian Ocean trade. They monopolized the water supply of the local rivers and used hydraulic engineering to create limestone wells that are still used to this day.
9.31,42.12,Africa,East Africa,Horn of Africa,"Harari Reg, Ethiopia",Harari,Geyusu,African Pastoralists,1967,1,Semi Arid Steppe Hot,BSh,,,Harari,Ethiosemitic,Semitic,Afro-Asiatic,ISO 639-3: har,hara1271,Ethiopia,10137,,
11.71,39.54,Africa,East Africa,Horn of Africa,Highland Ethiopia,Amhara,"Āmara; Amara, Abyssinians",Old Eurasia,1943; 1955; 1972; 1960's-70's;,18,"Tropical Savannah, Warm Mediterranean, Temperate Mediterranean, Humid Subtropical, Humid Subtropical Oceanic Highland","Aw, Csa, Csb, Cwa, Cwb",PA-Europe,scfal1085,Amharic,Ethiosemitic,Semitic,Afro-Asiatic,ISO 639-3: amh,amha1245,Ethiopia,10495,,"The Amhara are an ancient people inhabiting the northern and central highlands of Ethiopia, mainly the Amhara Region. They have lived in this region for over 2,000 years. Amhara who live in the highlands are mostly farmers producing corn, wheat, barley, sorghum, and teff, while those living in the lowlands are farmers and herders of cattle, sheep, and goats. Their society is patrilineal and married sons build their homes near their fathers. Girls are married as young as 14 to older men. They have large families with children helping to farm and tend animals."
11.94,35.63,Africa,East Africa,Horn of Africa,Highland Ethiopia,Weyto,Wayto; Watta,African Gatherers,1972,2,"Tropical Savannah, Warm Mediterranean, Temperate Mediterranean, Humid Subtropical, Humid Subtropical Oceanic Highland","Aw, Csa, Csb, Cwa, Cwb",,,Weyto (speculative extinct language),Weyto (speculative extinct language),Weyto (speculative extinct language),Unattested,ISO 639-3: woy,weyt1237,Ethiopia,28507,,"The Weyto people live in Ethiopia around Lake Tana. In the 1994 census they numbered 1172, but the Weyto as a culture may be extinct as it was not offered as an option on the 2007 census. They are known as hippopotamus hunters and because of that they have been considered outcasts by neighboring groups."
15.34,38.93,Africa,East Africa,Horn of Africa,Highland Ethiopia/ Eritrea,Tigrinya,Tigray-Tigrinya; Tigrigna,African Pastoralists,1972,1,"Semi Arid Steppe Hot, Tropical Savannah, Warm Subtropical","BSh, Aw, Cwa",,,Tigrinya,Ethiosemitic,Semitic,Afro-Asiatic,ISO 639-3: tir,tigr1271,Ethiopia,27061,,
17.35,38.22,Africa,East Africa,Horn of Africa,Lowland Eritrea/ E Sudan,Tigre,Tigray; Tigrai,African Pastoralists,1967; 1972,6,Warm Desert,BWh,P-Moslem Sudan,scfal1021,Tigre,Ethiosemitic,Semitic,Afro-Asiatic,ISO 639-3: tig,tigr1270,Eritrea; Sudan,27050,,
5.63,39.75,Africa,East Africa,Horn of Africa,"Oromia, Ethiopia",Arsi,Arussi,African Pastoralists,1972,2,Humid Subtropical Oceanic Highland,Cwb,PA-Middle East,scfal1134,Arsi,Lowland East Cushitic,Cushitic,Afro-Asiatic,,arsi1238,Ethiopia,10929,,
6.91,37.23,Africa,East Africa,Horn of Africa,"Oromia, Ethiopia",Bale Oromo,Oromo,African Pastoralists,1972,1,Semi Arid Steppe Hot,BSh,,,Nuclear Oromo,Lowland East Cushitic,Cushitic,Afro-Asiatic,,nucl1736,Ethiopia,11490,,
7.54,40.63,Africa,East Africa,Horn of Africa,"Oromia, Ethiopia",Kottu,Oromo; Oromoo; Galla,African Pastoralists,1968; 1970s,11,Semi Arid Steppe Hot,BSh,PA-Middle East,scfal1146,Eastern Oromo,Lowland East Cushitic,Cushitic,Afro-Asiatic,ISO 639-3: hae,east2652,Ethiopia,15687,,
1.06,37.88,Africa,East Africa,Horn of Africa,"Oromia, Ethiopia/ N Kenya",Borana,Boran,African Pastoralists,1972,5,Tropical Savannah,Aw,,,Borana,Lowland East Cushitic,Cushitic,Afro-Asiatic,,bora1272,Ethiopia; Kenya,12546,,
7.54,40.63,Africa,East Africa,Horn of Africa,S Ethiopia/ N E Kenya/ S Somalia,Garre,Garreh,Tropical Gardeners,1972,5,Tropical Savannah,Aw,,,"Garre, Somali",Lowland East Cushitic,Cushitic,Afro-Asiatic,ISO 639-3: gex,garr1259,Ethiopia; Kenya; Somalia,15725,,
0.34,42.76,Africa,East Africa,Horn of Africa,Somalia,Somali Bantu,Shangama; Jareerweyne;  Jareer; Gosha; Mushunguli; Wagosha; Zigula,African Pastoralists,,,Tropical Savannah,Aw,AH-Savannah,scfal924; scfal962,Zigula-Mushungulu,Northeast Coastal Bantu,Narrow Bantu,Atlantic-Congo,ISO 639-3: ziw,zigu1244,Somalia,25290,,
5.95,36.57,Africa,East Africa,Horn of Africa,"Southern Nations, Nationalities & People Region, S W Ethiopia",Aari,Shankilla (derogatory),Tropical Gardeners,2000,6,Tropical Savannah,Aw,,,Aari,Aari-Gayil,AHK,South Omotic,ISO 639-3: aiw,aari1239,Ethiopia,30016,,
6.46,36.58,Africa,East Africa,Horn of Africa,"Southern Nations, Nationalities & People Region, S W Ethiopia",Basketo,Edoko,Tropical Gardeners,1972,6,"Temperate Mediterranean, Tropical Savanna","Csb, Aw",AH-Savannah,scfal805,Basketo,North-West Ometo,Ometo,Ta-Ne-Omotic,ISO 639-3: bst,bask1236,Ethiopia,14694,,"The Basketo people of Ethiopia live in the southern part of the Southern Nations, Nationalities, and Peoples Region (SNNPR). Their main livelihood is farming, growing coffee, maize, sorghum, yams, and other root crops. They also tend domestic animals. They are organized into clans headed by a king. Traditionally they believed in dual gods—sky-god and earth-mother, but many converted to Ethiopian Orthodox Christianity after being conquered by Ethiopia."
6.99,35.58,Africa,East Africa,Horn of Africa,"Southern Nations, Nationalities & People Region, S W Ethiopia",Bench-Maji,,African Pastoralists,1968,2,"Temperate Mediterranean, Tropical Savanna","Csb, Aw",,,Bench,Bench,Bench,Ta-Ne-Omotic,ISO 639-3: bcq,benc1235,Ethiopia,15871,,
